Week,Site,Device,Spend,Impressions,Clicks,Sales,Partner Type,Audience,Channel
2024-04-14,Facebook/Instagram,android_tablet,53.59,26189.0,16,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Facebook/Instagram,desktop,228.47,110053.0,53,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Facebook/Instagram,ipad,214.76000000000002,100127.0,70,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Facebook/Instagram,iphone,29592.23,13484033.0,6356,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Facebook/Instagram,ipod,3.83,1890.0,3,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Facebook/Instagram,other,18.29,8039.0,2,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Forums,Not Specified,0.0,0.0,0,9440325.83,Not Specified,Not Specified,Brandwatch
2024-04-14,Hulu,Not Specified,0.14,221451.0,19,0.0,FEP,Not Specified,Display
2024-04-14,Instagram,Not Specified,0.0,0.0,0,9440325.83,Not Specified,Not Specified,Infegy
2024-04-14,Peacock,Not Specified,0.21,207773.0,103886,0.0,FEP,Not Specified,Display
2024-04-14,Pinterest,Unknown Device Category,34052.1,13574347.0,10275,9440325.83,Not Specified,Demo & Interests,Social
2024-04-14,Roku,Not Specified,0.28,455367.0,121,0.0,FEP,Not Specified,Display
2024-04-14,The Trade Desk,Not Specified,3.71,1406945.0,1229,0.0,Programmatic,Not Specified,Display
2024-04-14,TikTok,Unknown Device Category,21749.09,5820007.0,12067,9440325.83,Not Specified,Demo-Only,Social
2024-04-14,Turner,Not Specified,0.21,513946.0,162,0.0,FEP,Not Specified,Display
2024-04-14,X,Not Specified,0.0,29032.0,0,9440325.83,Not Specified,Not Specified,Brandwatch
2024-04-14,YouTube,Not Specified,0.14,229574.0,101,0.0,FEP,Not Specified,Display
2024-04-21,CBS,Not Specified,0.14,462232.0,26,0.0,FEP,Not Specified,Display
2024-04-21,Cable,Not Specified,157811.0,2.0,0,9144537.78,Not Specified,Not Specified,TV
2024-04-21,DV360,Not Specified,1.68,3210537.0,514,0.0,Programmatic,Not Specified,Display
2024-04-21,Disney,Not Specified,0.42,319091.0,38,0.0,FEP,Not Specified,Display
2024-04-21,Facebook/Instagram,android_smartphone,11394.49,5087588.0,2464,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,android_tablet,57.3,26574.0,15,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,desktop,162.98,74499.0,27,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,ipad,214.06,98044.0,70,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,iphone,29879.9,13181956.0,5997,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,ipod,3.7800000000000002,1848.0,0,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Facebook/Instagram,other,19.22,8222.0,2,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Forums,Not Specified,0.0,0.0,0,9144537.78,Not Specified,Not Specified,Brandwatch
2024-04-21,Hulu,Not Specified,0.14,178352.0,17,0.0,FEP,Not Specified,Display
2024-04-21,Instagram,Not Specified,0.0,0.0,0,9144537.78,Not Specified,Not Specified,Infegy
2024-04-21,NET,Not Specified,52905.0,3.0,0,9144537.78,Not Specified,Not Specified,TV
2024-04-21,Peacock,Not Specified,0.21,169154.0,84578,0.0,FEP,Not Specified,Display
2024-04-21,Pinterest,Unknown Device Category,31362.73,12075058.0,8857,9144537.78,Not Specified,Purchase Based Targeting,Social
2024-04-21,Roku,Not Specified,0.28,368828.0,99,0.0,FEP,Not Specified,Display
2024-04-21,SYND,Not Specified,7431.0,1.0,0,9144537.78,Not Specified,Not Specified,TV
2024-04-21,The Trade Desk,Not Specified,3.71,1420848.0,1145,0.0,Programmatic,Not Specified,Display
2024-04-21,TikTok,Unknown Device Category,21609.09,5614805.0,11136,9144537.78,Not Specified,Demo-Only,Social
2024-04-21,Turner,Not Specified,0.21,485334.0,264,0.0,FEP,Not Specified,Display
2024-04-21,X,Not Specified,0.0,11161.0,0,9144537.78,Not Specified,Not Specified,Brandwatch
2024-04-21,YouTube,Not Specified,0.14,229674.0,111,0.0,FEP,Not Specified,Display
2024-04-28,CBS,Not Specified,0.15,537365.5,182,0.0,FEP,Not Specified,Display
2024-04-28,Cable,Not Specified,104857.0,2.0,0,9106493.23,Not Specified,Not Specified,TV
2024-04-28,DV360,Not Specified,1.52,2923994.0,491,0.0,Programmatic,Not Specified,Display
2024-04-28,Disney,Not Specified,0.36,503384.0,60,0.0,FEP,Not Specified,Display
2024-04-28,Facebook/Instagram,android_smartphone,11554.23,5470717.0,2696,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,android_tablet,59.74,28995.0,17,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,desktop,171.67000000000002,85668.0,42,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,ipad,221.16,105297.0,69,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,iphone,29916.06,13936009.0,6319,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,ipod,3.83,1958.0,1,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Facebook/Instagram,other,19.06,8775.0,3,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Forums,Not Specified,0.0,0.0,0,9106493.23,Not Specified,Not Specified,Brandwatch
2024-04-28,Hulu,Not Specified,0.14,226124.0,29,0.0,FEP,Not Specified,Display
2024-04-28,Instagram,Not Specified,0.0,0.0,0,9106493.23,Not Specified,Not Specified,Infegy
2024-04-28,NET,Not Specified,36200.0,3.0,0,9106493.23,Not Specified,Not Specified,TV
2024-04-28,Peacock,Not Specified,0.21,207332.0,103665,0.0,FEP,Not Specified,Display
2024-04-28,Pinterest,Unknown Device Category,24336.61,9617052.0,6872,9106493.23,Not Specified,Purchase Based Targeting,Social
2024-04-28,Roku,Not Specified,0.28,379970.0,105,0.0,FEP,Not Specified,Display
2024-04-28,SYND,Not Specified,7430.0,1.0,0,9106493.23,Not Specified,Not Specified,TV
2024-04-28,The Trade Desk,Not Specified,3.73,1660987.0,1376,0.0,Programmatic,Not Specified,Display
2024-04-28,TikTok,Unknown Device Category,21665.03,5569831.0,11561,9106493.23,Not Specified,Demo-Only,Social
2024-04-28,Turner,Not Specified,0.21,528877.0,178,0.0,FEP,Not Specified,Display
2024-04-28,X,Not Specified,0.0,2479.0,0,9106493.23,Not Specified,Not Specified,Brandwatch
2024-04-28,YouTube,Not Specified,0.14,231250.0,117,0.0,FEP,Not Specified,Display
2024-05-05,CBS,Not Specified,0.15,601034.5,78,0.0,FEP,Not Specified,Display
2024-05-05,DV360,Not Specified,1.4000000000000001,2417294.0,412,0.0,Programmatic,Not Specified,Display
2024-05-05,Disney,Not Specified,0.35000000000000003,571531.0,66,0.0,FEP,Not Specified,Display
2024-05-05,Facebook/Instagram,android_smartphone,10719.36,5041360.0,2367,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,android_tablet,54.26,26830.0,14,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,desktop,162.23,81841.0,40,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,ipad,189.64000000000001,90136.0,64,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,iphone,26600.4,12324475.0,5494,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,ipod,3.84,1730.0,1,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Facebook/Instagram,other,114.32000000000001,52862.0,27,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Forums,Not Specified,0.0,0.0,0,9239521.48,Not Specified,Not Specified,Brandwatch
2024-05-05,Hulu,Not Specified,0.14,237910.0,26,0.0,FEP,Not Specified,Display
2024-05-05,Instagram,Not Specified,0.0,0.0,0,9239521.48,Not Specified,Not Specified,Infegy
2024-05-05,Peacock,Not Specified,0.21,232265.0,116135,0.0,FEP,Not Specified,Display
2024-05-05,Pinterest,Unknown Device Category,22808.75,9019354.0,6802,9239521.48,Not Specified,Demo & Interests,Social
2024-05-05,Roku,Not Specified,0.28,448877.0,120,0.0,FEP,Not Specified,Display
2024-05-05,The Trade Desk,Not Specified,3.73,1424321.0,1154,0.0,Programmatic,Not Specified,Display
2024-05-05,TikTok,Unknown Device Category,26231.2,6745404.0,13625,9239521.48,Not Specified,Demo-Only,Social
2024-05-05,Turner,Not Specified,0.21,535788.0,126,0.0,FEP,Not Specified,Display
2024-05-05,X,Not Specified,0.0,40919.0,0,9239521.48,Not Specified,Not Specified,Brandwatch
2024-05-05,YouTube,Not Specified,0.14,229841.0,111,0.0,FEP,Not Specified,Display
2024-05-12,CBS,Not Specified,0.14,516075.0,107,0.0,FEP,Not Specified,Display
2024-05-12,DV360,Not Specified,1.4000000000000001,3423561.0,525,0.0,Programmatic,Not Specified,Display
2024-05-12,Disney,Not Specified,0.35000000000000003,791261.0,79,0.0,FEP,Not Specified,Display
2024-05-12,Facebook/Instagram,android_smartphone,10452.49,4910044.0,2337,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,android_tablet,55.56,27038.0,20,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,desktop,185.62,94576.0,44,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,ipad,193.71,92292.0,68,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,iphone,25737.19,11908689.0,5353,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,ipod,3.59,1761.0,0,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Facebook/Instagram,other,63.21,29171.0,15,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Forums,Not Specified,0.0,0.0,0,9206297.42,Not Specified,Not Specified,Brandwatch
2024-05-12,Hulu,Not Specified,0.14,223711.0,74,0.0,FEP,Not Specified,Display
2024-05-12,Peacock,Not Specified,0.21,227232.0,113615,0.0,FEP,Not Specified,Display
2024-05-12,Pinterest,Unknown Device Category,23733.97,9308977.0,7266,9206297.42,Not Specified,Demo & Interests,Social
2024-05-12,Review,Not Specified,0.0,0.0,0,9206297.42,Not Specified,Not Specified,Brandwatch
2024-05-12,Roku,Not Specified,0.28,429068.0,115,0.0,FEP,Not Specified,Display
2024-05-12,The Trade Desk,Not Specified,4.88,2342923.0,1221,0.0,Programmatic,Not Specified,Display
2024-05-12,TikTok,Unknown Device Category,30783.17,7612528.0,14906,9206297.42,Not Specified,Demo-Only,Social
2024-05-12,Tumblr,Not Specified,0.0,0.0,0,9206297.42,Not Specified,Not Specified,Brandwatch
2024-05-12,Turner,Not Specified,0.21,540090.0,125,0.0,FEP,Not Specified,Display
2024-05-12,X,Not Specified,0.0,180824.0,0,9206297.42,Not Specified,Not Specified,Brandwatch
2024-05-12,YouTube,Not Specified,0.14,230376.0,118,0.0,FEP,Not Specified,Display
2024-05-19,CBS,Not Specified,0.14,494498.0,73,0.0,FEP,Not Specified,Display
2024-05-19,Cable,Not Specified,102784.0,2.0,0,8857268.89,Not Specified,Not Specified,TV
2024-05-19,DV360,Not Specified,1.4000000000000001,3637365.0,563,0.0,Programmatic,Not Specified,Display
2024-05-19,Disney,Not Specified,0.35000000000000003,571390.0,71,0.0,FEP,Not Specified,Display
2024-05-19,Facebook/Instagram,android_smartphone,10978.67,4919044.0,2060,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,android_tablet,61.94,28628.0,16,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,desktop,170.75,83386.0,40,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,ipad,197.25,88639.0,66,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,iphone,26275.41,11596655.0,5097,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,ipod,4.07,1893.0,1,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Facebook/Instagram,other,19.98,8102.0,4,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Forums,Not Specified,0.0,0.0,0,8857268.89,Not Specified,Not Specified,Brandwatch
2024-05-19,Hulu,Not Specified,0.14,246214.0,52,0.0,FEP,Not Specified,Display
2024-05-19,Instagram,Not Specified,0.0,0.0,0,8857268.89,Not Specified,Not Specified,Infegy
2024-05-19,NET,Not Specified,20998.0,2.0,0,8857268.89,Not Specified,Not Specified,TV
2024-05-19,Peacock,Not Specified,0.21,251767.0,125886,0.0,FEP,Not Specified,Display
2024-05-19,Pinterest,Unknown Device Category,25625.87,9491390.0,7490,8857268.89,Not Specified,Demo & Keywords,Social
2024-05-19,Review,Not Specified,0.0,0.0,0,8857268.89,Not Specified,Not Specified,Brandwatch
2024-05-19,Roku,Not Specified,0.28,406981.0,113,0.0,FEP,Not Specified,Display
2024-05-19,SYND,Not Specified,6103.0,1.0,0,8857268.89,Not Specified,Not Specified,TV
2024-05-19,The Trade Desk,Not Specified,5.39,3169898.0,1470,0.0,Programmatic,Not Specified,Display
2024-05-19,TikTok,Unknown Device Category,30104.13,7261341.0,14805,8857268.89,Not Specified,Demo-Only,Social
2024-05-19,Tumblr,Not Specified,0.0,0.0,0,8857268.89,Not Specified,Not Specified,Brandwatch
2024-05-19,Turner,Not Specified,0.21,484418.0,81,0.0,FEP,Not Specified,Display
2024-05-19,X,Not Specified,0.0,4602.0,0,8857268.89,Not Specified,Not Specified,Brandwatch
2024-05-19,YouTube,Not Specified,0.14,230144.0,115,0.0,FEP,Not Specified,Display
2024-05-26,CBS,Not Specified,0.16,630948.0,137,0.0,FEP,Not Specified,Display
2024-05-26,Cable,Not Specified,98829.0,2.0,0,8686215.31,Not Specified,Not Specified,TV
2024-05-26,DV360,Not Specified,1.4000000000000001,3580512.0,529,0.0,Programmatic,Not Specified,Display
2024-05-26,Disney,Not Specified,0.32,474134.0,51,0.0,FEP,Not Specified,Display
2024-05-26,Facebook/Instagram,android_smartphone,11557.52,5261498.0,1566,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,android_tablet,63.09,30223.0,16,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,desktop,188.7,93210.0,43,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,ipad,192.52,89348.0,62,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,iphone,26279.06,11847411.0,4767,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,ipod,4.2700000000000005,1943.0,1,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Facebook/Instagram,other,18.77,8661.0,5,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Forums,Not Specified,0.0,0.0,0,8686215.31,Not Specified,Not Specified,Brandwatch
2024-05-26,Hulu,Not Specified,0.14,231203.0,39,0.0,FEP,Not Specified,Display
2024-05-26,NET,Not Specified,13430.0,2.0,0,8686215.31,Not Specified,Not Specified,TV
2024-05-26,Peacock,Not Specified,0.13,102225.0,51113,0.0,FEP,Not Specified,Display
2024-05-26,Pinterest,Unknown Device Category,25522.34,8709776.0,6522,8686215.31,Not Specified,Demo & Interests,Social
2024-05-26,Roku,Not Specified,0.28,382099.0,104,0.0,FEP,Not Specified,Display
2024-05-26,SYND,Not Specified,6104.0,1.0,0,8686215.31,Not Specified,Not Specified,TV
2024-05-26,The Trade Desk,Not Specified,5.26,3757741.0,1956,0.0,Programmatic,Not Specified,Display
2024-05-26,TikTok,Unknown Device Category,30291.41,7311326.0,16389,8686215.31,Not Specified,Demo-Only,Social
2024-05-26,Turner,Not Specified,0.21,490363.0,155,0.0,FEP,Not Specified,Display
2024-05-26,X,Not Specified,0.0,13676.0,0,8686215.31,Not Specified,Not Specified,Brandwatch
2024-05-26,YouTube,Not Specified,0.14,230173.0,101,0.0,FEP,Not Specified,Display
2024-06-02,CBS,Not Specified,0.14,556381.0,120,0.0,FEP,Not Specified,Display
2024-06-02,DV360,Not Specified,1.4000000000000001,3702371.0,566,0.0,Programmatic,Not Specified,Display
2024-06-02,Disney,Not Specified,0.35000000000000003,557665.0,62,0.0,FEP,Not Specified,Display
2024-06-02,Facebook/Instagram,android_smartphone,14765.1,6349903.0,1933,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,android_tablet,78.05,35148.0,20,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,desktop,291.59,130273.0,70,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,ipad,265.83,116140.0,78,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,iphone,36561.93,15448524.0,6233,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,ipod,5.07,2329.0,1,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Facebook/Instagram,other,27.26,11339.0,8,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Forums,Not Specified,0.0,0.0,0,8427029.25,Not Specified,Not Specified,Brandwatch
2024-06-02,Hulu,Not Specified,0.14,242834.0,27,0.0,FEP,Not Specified,Display
2024-06-02,Peacock,Not Specified,0.21,223431.0,111717,0.0,FEP,Not Specified,Display
2024-06-02,Pinterest,Unknown Device Category,22586.15,7979898.0,7168,8427029.25,Not Specified,Demo & Interests,Social
2024-06-02,Roku,Not Specified,0.28,445997.0,120,0.0,FEP,Not Specified,Display
2024-06-02,The Trade Desk,Not Specified,4.41,3787352.0,2017,0.0,Programmatic,Not Specified,Display
2024-06-02,TikTok,Unknown Device Category,46943.2,11779796.0,24795,8427029.25,Not Specified,Demo-Only,Social
2024-06-02,Turner,Not Specified,0.21,539828.0,110,0.0,FEP,Not Specified,Display
2024-06-02,X,Not Specified,0.0,17319.0,0,8427029.25,Not Specified,Not Specified,Brandwatch
2024-06-02,YouTube,Not Specified,0.14,229688.0,104,0.0,FEP,Not Specified,Display
2024-06-09,CBS,Not Specified,0.21,863979.5,113,0.0,FEP,Not Specified,Display
2024-06-09,DV360,Not Specified,1.4000000000000001,3809612.0,576,0.0,Programmatic,Not Specified,Display
2024-06-09,Disney,Not Specified,0.35000000000000003,280859.0,29,0.0,FEP,Not Specified,Display
2024-06-09,Facebook/Instagram,android_smartphone,11416.66,4792781.0,1437,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,android_tablet,64.12,27732.0,16,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,desktop,263.59,116626.0,57,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,ipad,213.13,91613.0,57,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,iphone,28074.48,11578647.0,4669,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,ipod,3.8,1770.0,0,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Facebook/Instagram,other,19.67,7935.0,6,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Forums,Not Specified,0.0,0.0,0,8958501.91,Not Specified,Not Specified,Brandwatch
2024-06-09,Hulu,Not Specified,0.14,237721.0,35,0.0,FEP,Not Specified,Display
2024-06-09,Peacock,Not Specified,0.21,194888.0,97443,0.0,FEP,Not Specified,Display
2024-06-09,Pinterest,Unknown Device Category,21874.54,8153581.0,8239,8958501.91,Not Specified,Purchase Based Targeting,Social
2024-06-09,Roku,Not Specified,0.28,399511.0,105,0.0,FEP,Not Specified,Display
2024-06-09,The Trade Desk,Not Specified,4.41,3743599.0,1926,0.0,Programmatic,Not Specified,Display
2024-06-09,TikTok,Unknown Device Category,60654.4,15018653.0,29841,8958501.91,Not Specified,Demo-Only,Social
2024-06-09,Turner,Not Specified,0.21,489985.0,144,0.0,FEP,Not Specified,Display
2024-06-09,X,Not Specified,0.0,13074.0,0,8958501.91,Not Specified,Not Specified,Brandwatch
2024-06-09,YouTube,Not Specified,0.14,230724.0,114,0.0,FEP,Not Specified,Display
2024-06-16,CBS,Not Specified,0.03,112723.5,9,0.0,FEP,Not Specified,Display
2024-06-16,DV360,Not Specified,1.4000000000000001,3977121.0,578,0.0,Programmatic,Not Specified,Display
2024-06-16,Disney,Not Specified,0.07,20664.0,4,0.0,FEP,Not Specified,Display
2024-06-16,Facebook/Instagram,android_smartphone,4634.79,1828901.0,539,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,android_tablet,23.45,9310.0,4,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,desktop,72.92,30076.0,14,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,ipad,82.18,32594.0,21,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,iphone,10875.98,4284856.0,1654,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,ipod,1.3,472.0,0,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Facebook/Instagram,other,9.32,3486.0,0,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Forums,Not Specified,0.0,0.0,0,8733886.3,Not Specified,Not Specified,Brandwatch
2024-06-16,Hulu,Not Specified,0.04,26746.0,3,0.0,FEP,Not Specified,Display
2024-06-16,Instagram,Not Specified,0.0,0.0,0,8733886.3,Not Specified,Not Specified,Infegy
2024-06-16,Peacock,Not Specified,0.03,20465.0,10232,0.0,FEP,Not Specified,Display
2024-06-16,Pinterest,Unknown Device Category,17248.46,5140023.0,5343,8733886.3,Not Specified,Demo & Keywords,Social
2024-06-16,Roku,Not Specified,0.04,57503.0,16,0.0,FEP,Not Specified,Display
2024-06-16,The Trade Desk,Not Specified,4.41,3683082.0,1957,0.0,Programmatic,Not Specified,Display
2024-06-16,TikTok,Unknown Device Category,8935.029999999999,2210798.0,3918,8733886.3,Not Specified,Demo-Only,Social
2024-06-16,Turner,Not Specified,0.03,51029.0,22,0.0,FEP,Not Specified,Display
2024-06-16,X,Not Specified,0.0,103796.0,0,8733886.3,Not Specified,Not Specified,Brandwatch
2024-06-16,YouTube,Not Specified,0.02,28946.0,16,0.0,FEP,Not Specified,Display
2024-06-23,DV360,Not Specified,1.4000000000000001,3952157.0,595,0.0,Programmatic,Not Specified,Display
2024-06-23,Facebook/Instagram,android_smartphone,13748.87,4851615.0,1567,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,android_tablet,62.9,22443.0,8,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,desktop,213.9,75097.0,29,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,ipad,236.42,83665.0,47,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,iphone,34894.18,12307492.0,4765,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,ipod,2.93,967.0,2,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Facebook/Instagram,other,23.48,8502.0,4,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,Forums,Not Specified,0.0,0.0,0,8395958.04,Not Specified,Not Specified,Brandwatch
2024-06-23,Pinterest,Unknown Device Category,39308.89,12990137.0,13164,8395958.04,Not Specified,Demo & Keywords,Social
2024-06-23,Review,Not Specified,0.0,0.0,0,8395958.04,Not Specified,Not Specified,Brandwatch
2024-06-23,Roku,Not Specified,0.04,7.0,12,0.0,FEP,Not Specified,Display
2024-06-23,The Trade Desk,Not Specified,4.63,3633453.0,1874,0.0,Programmatic,Not Specified,Display
2024-06-23,TikTok,Unknown Device Category,22314.32,5643346.0,8775,8395958.04,Not Specified,Demo-Only,Social
2024-06-23,X,Not Specified,0.0,37520.0,0,8395958.04,Not Specified,Not Specified,Brandwatch
2024-06-23,YouTube,Not Specified,0.02,27691.0,2,0.0,FEP,Not Specified,Display
2024-06-30,Amazon,Not Specified,0.08,72.0,0,0.0,FEP,Not Specified,Display
2024-06-30,DV360,Not Specified,1.4000000000000001,4113611.0,613,0.0,Programmatic,Not Specified,Display
2024-06-30,Facebook/Instagram,android_smartphone,14113.58,5697529.0,2020,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,android_tablet,66.34,26248.0,18,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,desktop,154.06,63303.0,29,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,ipad,249.56,101149.0,69,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,iphone,35579.21,14379024.0,6320,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,ipod,2.75,1173.0,1,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Facebook/Instagram,other,23.91,9686.0,3,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Forums,Not Specified,0.0,0.0,0,8375325.51,Not Specified,Not Specified,Brandwatch
2024-06-30,Instagram,Not Specified,0.0,0.0,0,8375325.51,Not Specified,Not Specified,Infegy
2024-06-30,Pinterest,Unknown Device Category,38837.73,14592038.0,15084,8375325.51,Not Specified,Purchase Based Targeting,Social
2024-06-30,The Trade Desk,Not Specified,6.86,4278185.0,2454,0.0,Programmatic,Not Specified,Display
2024-06-30,TikTok,Unknown Device Category,38051.2,10930543.0,19858,8375325.51,Not Specified,Demo-Only,Social
2024-06-30,Tumblr,Not Specified,0.0,0.0,0,8375325.51,Not Specified,Not Specified,Brandwatch
2024-06-30,X,Not Specified,0.0,184225.0,0,8375325.51,Not Specified,Not Specified,Brandwatch
2024-07-07,Amazon,Not Specified,0.14,14.0,0,0.0,FEP,Not Specified,Display
2024-07-07,Cable,Not Specified,0.0,0.0,0,8296420.96,Not Specified,Not Specified,TV
2024-07-07,DV360,Not Specified,1.4000000000000001,3867092.0,614,0.0,Programmatic,Not Specified,Display
2024-07-07,Facebook/Instagram,android_smartphone,15704.02,6385014.0,2212,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,android_tablet,73.01,29325.0,18,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,desktop,190.23,77125.0,32,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,ipad,297.42,120582.0,72,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,iphone,41601.13,16840562.0,7257,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,ipod,3.48,1373.0,0,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Facebook/Instagram,other,26.41,10750.0,5,8296420.96,Not Specified,Demo-Only,Social
2024-07-07,Forums,Not Specified,0.0,0.0,0,8296420.96,Not Specified,Not Specified,Brandwatch
2024-07-07,Home Team Sports,Not Specified,0.01,5.0,0,0.0,FEP,Not Specified,Display
2024-07-07,Instagram,Not Specified,0.0,0.0,0,8296420.96,Not Specified,Not Specified,Infegy
2024-07-07,Peacock,Not Specified,0.01,2.0,1,0.0,FEP,Not Specified,Display
2024-07-07,Pinterest,Unknown Device Category,37968.61,13755096.0,13949,8296420.96,Not Specified,Purchase Based Targeting,Social
2024-07-07,Review,Not Specified,0.0,0.0,0,8296420.96,Not Specified,Not Specified,Brandwatch
2024-07-07,The Trade Desk,Not Specified,6.54,3136124.0,2375,0.0,Programmatic,Not Specified,Display
2024-07-07,TikTok,Unknown Device Category,48184.48,13827053.0,23861,8296420.96,Not Specified,Demo-Only,Social
